"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","CODE","SEVERITY"
1987,"Venezuela","Punta Tucacas",10.781,-68.311,"13.5% of coral cover was pale, 4.1% bleached (3 month after bleaching start)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","VEN","MEDIUM"
1987,"Venezuela","Punta Tucacas, Morrocoy",10.85,-68.21,"Millepora alcicornis -  60% of colonies bleached (most total blech)

M. complanta - 50 % affected (many total bleach)

Agaricia tenuifolia-  25% bleached (some total belach)

A. agaricites - 75% bleached (50% total bleaching)

Diploria labyrinthiformis - ","VEN","MEDIUM"
1987,"Bahamas","Rainbow Gardens",23.74,-76.066,"38.2% of coral cover was pale, 1.6% bleached (3 minth after bleaching start)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","BHS","MEDIUM"
1983,"Panama","Saboga Island",8.633333333,-79.06666667,"Extent Unspecified; The El NiÐo of 1982/83 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000 km_ have been affected (Glynn 1983 and 1984).","PAN","LOW"
1987,"Panama","San Blas",9.55,-78.87,"Some bleaching in Montastrea annularis","PAN","LOW"
1983,"Panama","San Blas ( Kuna Yala )",9.55,-78.86666667,"Occurred on the shallow reef. Corals survived and regained coloration. Living coral cover at Sail Rock decreased by 20% and at House Reef by 35% (Lasker et al., 1984) Mortality","PAN","LOW"
1983,"Panama","Secas Islands",7.95,-82.01666667,"Over 50% of reef corals, mainly Pocillopora were killed. The El NiÐo of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000km_ have been affected. All Millepora hydrocorals and scle","PAN","HIGH"
1983,"Indonesia","Seribu Islands",-5.516666667,106.4833333,"Soekarno (pers comm) found 72 species in 33 genera of scleractinian corals, Millepora platyphylla, M. dichotoma and some soft corals and sponges bleached on coral reefs of the Seribu Islands and the Kaimun Java Islands (off Central Java), Java Sea, from M","IDN","LOW"
1987,"Netherlands Antilles","Spaanse Water ( Spanish Water )",12.05,-68.86666667,"Extent Unspecified; First major bleaching occurred during the regional event of 1987 (Williams and Williams 1987).","ANT","LOW"
1985,"Kuwait","Umm al Maradim ( Umm al Maradem )",28.63333333,48.65,"Massive coral kill reported. Mortality","KWT","HIGH"
1983,"Panama","Uraba Island",8.783333333,-79.53333333,"The El NiÐo of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated as the cause of bleaching. At least 10000 km_ of reef have been affected. Reported by Glynn (1983, 1984). ","PAN","LOW"
1987,"Virgin Islands (U.S.)","US Virgin Islands",17.705,-64.693,"Extent Unspecified; Coral bleaching was observed in USVI in 1987.","VIR","LOW"
1983,"Panama","Uva Island",7.816666667,-81.76666667,"May have caused local extinction of the hydrozoan Millepora. The El NiÐo of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10 000 km_ have been affected. All Millepora hydrocorals an","PAN","MEDIUM"
1983,"Panama","Uva Island",7.816666667,-81.76666667,"May have caused local extinction of the hydrozoan Millepora. The El NiÐo of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10 000 km_ have been affected. All Millepora hydrocorals an","PAN","MEDIUM"
1985,"Panama","Uva Island",7.816666667,-81.76666667,"The Uva Island dinoflagellate bloom  had a red brown color and probably lasted several days.    Numerous pocilloporid corals at 1 to 2 m depth had bleached and were sloughing tissues the co-occurrence of viscous foam and dinoflagellates suggested that the","PAN","MEDIUM"
