"YEAR","LAT","LON","COUNTRY","REMARKS","CODE","SEVERITY"
1998,17.79,-64.63,"St. Croix","bleaching","VIR","HIGH"
2002,-20.1056,150.32,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,-20.7366,149.149,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,1.6142,124.73,"Indonesia","The sea surface temperature is significantly decreased, from 300C last month to 27-280C. However, at 5 meter depth temperature is still at 30.

The team has also reported that not all coral has been completely bleached. If we observe in more detail, the bleaching is still at a partial level. Bleaching is more dominant on branching coral, followed by tableform corals, and brain-form [compact] coral. The bleaching's highest intensity is also observed at maximum level about 50-60% of a colony.","IDN","HIGH"
1998,1.6142,124.7387,"Indonesia","no bleaching","IDN","HIGH"
1998,1.6333,124.7667,"Indonesia","heavily bleached","IDN","HIGH"
1999,-24.8362,152.4829,"Australia","no bleaching","AUS","HIGH"
1998,-24.8362,152.4829,"Australia","severe bleaching","AUS","HIGH"
1998,-24.925,152.5015,"Australia",NA,"AUS","HIGH"
1998,6.0357,80.1898,"Sri Lanka","90-95% coral bleached","LKA","HIGH"
1998,-12.64244,143.56006,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,-13.9438,143.7544,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-11.25776,142.87283,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-20.96233,150.07971,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,-11.2563,142.8739,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,-20.9608,150.0807,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-23.98284,151.65642,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-28.7001,153.6209,"Australia","Minimal bleaching","AUS","HIGH"
1998,-28.6591,153.6335,"Australia",NA,"AUS","HIGH"
1983,8.716666667,-83.86666667,"Costa Rica","At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El NiÐo. See also Cortes et ","CRI","HIGH"
1984,8.716666667,-83.86666667,"Costa Rica","Bleaching was associated with the 1984 ENSO event. ","CRI","HIGH"
2011,18.658,-68.341,"Dominican Republic",NA,"DOM","HIGH"
2003,21.75,-84.5,"Cuba","A strong (40%-50% of corals) coral bleaching in Cabo Corrientes, near the south west end of Cuba (21o45'N, 84o30'W), 12-37 m deep,  was observed by diver of the Instituto de  Oceanologia in December 6, 2003.","CUB","HIGH"
2005,19.83065,-77.73475,"Cuba","Depth of Area bleached :	1-3 m<br>

Reef zone that is:  	Reefcrest<br>   

	Percentage of live coral that is bleached: High<br>","CUB","HIGH"
1998,-23.7787,35.5125,"Mozambique",NA,"MOZ","HIGH"
1997,23.4,-109.4,"Mexico","Bleaching 1st noticed July 97 on isolated but fully bleached Pocillopora spp (3m). Oct 30% bleached","MEX","HIGH"
1983,9.75,-82.8,"Costa Rica","At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El NiÐo. Water temperatures ","CRI","HIGH"
1999,21.48327,-71.5177,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.54603,-71.4558,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.3,-71.6,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.37265,-71.59915,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.46715,-71.55209,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.48453,-71.51048,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.48928,-72.22427,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.38808,-72.14395,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.64565,-72.47455,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.66483,-72.47018,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.81402,-72.18698,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.818,-72.1835,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.83015,-72.17325,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.90635,-72.11526,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.88333,-72.11667,"Turks and Caicos Islands",NA,"TCA","HIGH"
1999,21.80863,-72.2257,"Turks and Caicos Islands",NA,"TCA","HIGH"
2001,22.69361,-78.9025,"Cuba",NA,"CUB","HIGH"
1998,-11.24996,142.92721,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,-11.2485,142.9283,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1999,-16.9397,145.7629,"Torres Strait & Great Barrier Reef","20-30% bleached","AUS","HIGH"
1998,-15.69238,145.49768,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-15.69238,145.49768,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-15.69238,145.49768,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-15.69238,145.49768,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2004,-16.48908333,178.8259444,"Fiji",NA,"FJI","HIGH"
2004,-16.48908333,178.8259444,"Fiji",NA,"FJI","HIGH"
2004,-16.37513889,179.1536111,"Fiji",NA,"FJI","HIGH"
2004,-16.37513889,179.1536111,"Fiji",NA,"FJI","HIGH"
2004,-16.32788889,178.9134444,"Fiji",NA,"FJI","HIGH"
2004,-16.32483333,178.9230556,"Fiji",NA,"FJI","HIGH"
2004,-16.3885,179.0276667,"Fiji",NA,"FJI","HIGH"
2004,-16.213,179.0326944,"Fiji",NA,"FJI","HIGH"
2004,-16.17622222,179.0519444,"Fiji",NA,"FJI","HIGH"
2004,-16.23011111,179.1046111,"Fiji",NA,"FJI","HIGH"
2004,-17.213,179.0326944,"Fiji",NA,"FJI","HIGH"
2004,-16.39097222,179.168,"Fiji",NA,"FJI","HIGH"
2004,-16.46952778,178.7515278,"Fiji",NA,"FJI","HIGH"
2004,-16.31538889,179.2787222,"Fiji",NA,"FJI","HIGH"
2004,-16.32088889,179.2815556,"Fiji",NA,"FJI","HIGH"
2004,-16.32436111,179.2976667,"Fiji",NA,"FJI","HIGH"
2004,-16.35655556,179.3300556,"Fiji",NA,"FJI","HIGH"
2004,-16.17452778,179.4992222,"Fiji",NA,"FJI","HIGH"
2004,-16.21522222,179.5506667,"Fiji",NA,"FJI","HIGH"
2004,-16.16322222,179.754,"Fiji",NA,"FJI","HIGH"
2004,-16.15483333,179.7680278,"Fiji",NA,"FJI","HIGH"
1998,17.27,-87.82,"Belize","25-30% bleached","BLZ","HIGH"
1998,-20.76667,149.60833,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-0.56,-90.17,"Ecuador","70-90% corals bleached","ECU","HIGH"
1998,20.53,-105.32,"Mexico","91%","MEX","HIGH"
2002,-15.2411,145.7197,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-19.85512,147.8947,"Torres Strait & Great Barrier Reef","100% bleached","AUS","HIGH"
1998,-19.85512,147.8947,"Torres Strait & Great Barrier Reef","100% bleached","AUS","HIGH"
2002,-19.8536,147.8958,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2001,20.56883,-78.20084,"Cuba",NA,"CUB","HIGH"
2001,21.67713,-79.97163,"Cuba",NA,"CUB","HIGH"
2001,21.6914,-79.975,"Cuba",NA,"CUB","HIGH"
1987,17.684,-64.739,"St. Croix","23.2% of coral cover was pale, 5.8% bleached (3 minth after bleaching start)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began. 

Diploria labyrinthiformis was considered a good indicator of prolonged bleaching at 8-10 m at this site","VIR","HIGH"
2005,17.703,-64.76,"Virgin Islands (U.S.)","The hard corals on the reefs off Cane Bay were also experiencing significant 

bleaching. Past 10m, at least 75% of the corals were bleached. This also 

included the deeper plated Agaricia colonies. In depths less than 10m roughly 

50% of the hard corals were bleached. <br>

We also came across several soft corals that appeared to be bleached.","VIR","HIGH"
1987,10.2327,-66.05,"Venezuela","8.0% of coral cover was pale, 1.4% bleached (3 month after bleaching start)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","VEN","HIGH"
1982,8.7333,-83.8833,"Costa Rica","extensive bleaching","CRI","HIGH"
1991,8.7333,-83.8833,"Costa Rica","30-80% bleaching","CRI","HIGH"
1987,8.7333,-83.8833,"Costa Rica","70% loss in cover of mostly Porites lobata","CRI","HIGH"
1998,-12.3,43.8,"Comoros","39% mortality on inner slopes. Outer slopes had 67% mortality","COM","HIGH"
2005,-12.317,136.933,"Australia","Signs of coral bleaching were found at Cape Arhnem (12o 19' S 136o 56' E), The Northern Territory, Australia, ~ 30 km from Gove/Nhulunbuy town during our survey of the area at 1 March 2005. Bleaching (so-called""shallow bleaching"") was probably resulted from series of short coral exposures during low spring tides in October-December 2004 and in January-February 2005 (Seafarer Tides 2004-2005).  Fortunately, all exposures happened at mid-afternoon hours between 3:30pm - 5:30pm.<br>

Area bleached is restricted to the reef flat at the depth 0.5-2 m with

extremely rich coral reefs (chiefly Acropora spp, such as A. chytherea,

A.grandis, A. microphhtalmata, A. hyacinthus.   From 15 to 25% of coral

colonies still have some marks of bleaching during our survey at 1 of March 2005.<br>

Corals were found in the state of recovery and no mortality as a result of bleaching has been recorded.","AUS","HIGH"
1998,-23.49167,151.23333,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-19.18,147.01667,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-19.18,147.01667,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,-19.975,148.2667,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2001,-14.28,-170.72,"American Samoa","stronger bleaching but still relatively minor","ASM","HIGH"
1998,26.44,127.774,"Japan","Most coral were bleached","JPN","HIGH"
2001,26.44,127.774,"Japan","Bleaching corals observed on this month. Many kind of corals are bleaching","JPN","HIGH"
2002,-19.7,147.817,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-19.72847,147.75807,"Torres Strait & Great Barrier Reef","narrow fringing reef","AUS","HIGH"
1998,-19.72847,147.75807,"Torres Strait & Great Barrier Reef","narrow fringing reef","AUS","HIGH"
1998,-19.725,147.8333,"Torres Strait & Great Barrier Reef","100% of fairly extensive reef","AUS","HIGH"
1998,-19.725,147.8333,"Torres Strait & Great Barrier Reef","100% of fairly extensive reef","AUS","HIGH"
1998,-19.72847,147.75807,"Torres Strait & Great Barrier Reef","90-100% bleached","AUS","HIGH"
1998,-19.72847,147.75807,"Torres Strait & Great Barrier Reef","90-100% bleached","AUS","HIGH"
1998,-9.7509,150.0109,"Papua New Guinea",NA,"PNG","HIGH"
1998,18.35,-65,"St. Johnson & Thomas","Moderate bleaching;m41% bleaching","VIR","HIGH"
1998,20.81,-105.5,"Mexico","100%","MEX","HIGH"
2005,11.18,-60.877,"Trinidad and Tobago","Tobago's coral reefs are currently experiencing their worst mass bleaching event for many years possibly ever.  The reefs on the Caribbean coast seem particularly badly affected (70 -90% affected), notably Buccoo Reef, Mt Irvine, Arnos Vale, Culloden, Castara and Englishman's Bay.  The reefs at Speyside and on the Atlantic side do not seem so badly affected from reports from dive operators.   The bleaching seems to be associated with high sea surface temperatures affecting the eastern Caribbean, with temperatures as high as 31 C and 32 C reported  (I have only measured up to 31 C. ).<br>","TTO","HIGH"
1998,-20.80136,149.28189,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1987,-20.8014,149.282,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2001,18.3267,-65.3322,"Puerto Rico","light bleaching at beginning of event. 50-90% of surface of several Millepora sp completely bleached","PRI","HIGH"
1998,18.3267,-65.3322,"Puerto Rico","77% colonies bleached","PRI","HIGH"
1998,13.0391,-59.5231,"Barbados",NA,"BRB","HIGH"
1995,16.8,-88.08333333,"Belize"," Widespread but patchy","BLZ","HIGH"
2002,-14.5484,145.589,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-14.55,145.5833333,"Torres Strait & Great Barrier Reef"," Suffered bleaching to a lessere extent as compared to other reefs in the area.","AUS","HIGH"
2006,-14.53,145.59,"Australia",NA,"AUS","HIGH"
1998,-14.54991,145.5879,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-12.5321,123.5413,"Australia",NA,"AUS","HIGH"
1998,-22.3,167.02,"New Caledonia","0","NCL","HIGH"
1998,-19.02295,148.32394,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-19.02295,148.32394,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,-19.0214,148.325,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-22.36,166.85,"New Caledonia","0","NCL","HIGH"
1998,16.6667,-88.1667,"Belize","significant bleaching. Reduced coral cover of Agaricia tenuifolia from approx 50% to 1/2%","BLZ","HIGH"
2002,-12.9994,143.8522,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
1998,-18.6587,146.4852,"Torres Strait & Great Barrier Reef","severe","AUS","HIGH"
2000,17.15505,-87.90804,"Belize",NA,"BLZ","HIGH"
2000,17.15505,-87.90804,"Belize",NA,"BLZ","HIGH"
2000,17.67313,-88.01195,"Belize",NA,"BLZ","HIGH"
2000,17.67268,-88.01891,"Belize",NA,"BLZ","HIGH"
2002,-17.4752,146.4589,"Torres Strait & Great Barrier Reef",NA,"AUS","HIGH"
2002,19.7,-79.8,"Cayman Islands","Pale and very occasionally bleached Agaricia were most common; pale Montastrea spp. were also observed; didn't notice any pale Porites or Acropora ervicornis, and didn't see any Palythoa.","CYM","HIGH"
2000,19.68785,-79.89408,"Cayman Islands",NA,"CYM","HIGH"
2000,19.75818,-79.74095,"Cayman Islands",NA,"CYM","HIGH"
2000,19.72025,-79.82833,"Cayman Islands",NA,"CYM","HIGH"
2000,19.67987,-79.88748,"Cayman Islands",NA,"CYM","HIGH"
2000,19.69892,-79.87565,"Cayman Islands",NA,"CYM","HIGH"
2000,19.74718,-79.7236,"Cayman Islands",NA,"CYM","HIGH"
2000,19.68222,-79.86978,"Cayman Islands",NA,"CYM","HIGH"
2000,19.75435,-79.7304,"Cayman Islands",NA,"CYM","HIGH"
2000,19.68073,-79.88282,"Cayman Islands",NA,"CYM","HIGH"
1998,19.53333333,-80.66666667,"Cayman Islands","The reefs differ between Little and Grand Cayman. Overall, coral diversity and cover was high at the intermediate depths surveyed, but low at shallow depths. On Little Cayman average coral cover was higher and colonies were bigger, but there was also high","CYM","HIGH"
2001,20.77237,-78.90244,"Cuba",NA,"CUB","HIGH"
2005,20.817,-78.972,"Cuba","Bleaching was observed at Reef crest (1-2 m) and  and Fore reef (12 m)<br>

Percentage of live coral cover in the area: 10% in reefcrest, 20% in fore reef<br>

	Percentage of live cora that is bleached: 10% in general<br>

Type/species of coral affected: <br>

Reef crest: Millepora alcicornis:  30 %, Millepora complanata: 25 %, Agaricia agaricites: 10 % <br>

Fore reef.: Millepora alcicornis:  30 %, Agaricia spp10 %,:  Leptoseris cucullata 20%, Porites porites: 10 %, Porites asteroides 5 %,","CUB","HIGH"
2005,20.81761,-78.9722,"Cuba","These are two sites facing the two channels located at the west and east sides of Cayo Anclitas, respectively (Canal de Caballones y Canal de Boca Piedra).<br>

	Reef zone  that was affected :	Spurs and groves at the fore reef close to the wall.<br>

Percentage of live coral cover in the area	: 51-75%<br>

	Percentage of live coral that is bleached: 	51-75% <br>

	Apparently, corals are beginning to recover. Bleaching is much lower (30%, approx.) in other sites (also spur and grooves) facing the Key Cayo Anclitas at 7-20 m deep (not facing the mentioned channels).<br>

Bleaching should have started in the fourth week of August.","CUB","HIGH"
2001,20.77123,-78.88586,"Cuba",NA,"CUB","HIGH"
2001,20.7984,-78.95676,"Cuba",NA,"CUB","HIGH"
2001,20.7984,-78.95676,"Cuba",NA,"CUB","HIGH"
2001,23.1,-80.12666,"Cuba",NA,"CUB","HIGH"
2001,23.10139,-80.12666,"Cuba",NA,"CUB","HIGH"
2001,23.21028,-80.47417,"Cuba",NA,"CUB","HIGH"
2001,23.22,-80.47556,"Cuba",NA,"CUB","HIGH"
2001,23.23667,-80.58861,"Cuba",NA,"CUB","HIGH"
2001,23.24222,-80.58778,"Cuba",NA,"CUB","HIGH"
2001,21.58092,-81.63583,"Cuba",NA,"CUB","HIGH"
2001,21.56918,-81.63707,"Cuba",NA,"CUB","HIGH"
2001,21.86247,-81.33003,"Cuba",NA,"CUB","HIGH"
2001,21.86247,-81.32423,"Cuba",NA,"CUB","HIGH"
2001,21.88508,-81.39702,"Cuba",NA,"CUB","HIGH"
2001,22.65333,-79.14528,"Cuba",NA,"CUB","HIGH"
2001,22.65472,-79.145,"Cuba",NA,"CUB","HIGH"
2001,21.06732,-79.41051,"Cuba",NA,"CUB","HIGH"
2001,21.06778,-79.43021,"Cuba",NA,"CUB","HIGH"
2001,21.06447,-79.42229,"Cuba",NA,"CUB","HIGH"
2001,21.07115,-79.40916,"Cuba",NA,"CUB","HIGH"
2001,20.83368,-78.99107,"Cuba",NA,"CUB","HIGH"
2001,20.848,-79.03001,"Cuba",NA,"CUB","HIGH"
2001,20.846,-79.01949,"Cuba",NA,"CUB","HIGH"
2001,20.84022,-79.0006,"Cuba",NA,"CUB","HIGH"
2001,20.6728,-78.75201,"Cuba",NA,"CUB","HIGH"
2001,20.6356,-78.70298,"Cuba",NA,"CUB","HIGH"
2001,20.58697,-78.46533,"Cuba",NA,"CUB","HIGH"
2001,21.55177,-82.33817,"Cuba",NA,"CUB","HIGH"
2001,21.5488,-82.33022,"Cuba",NA,"CUB","HIGH"
2001,21.56278,-82.31715,"Cuba",NA,"CUB","HIGH"
2001,21.56278,-82.31715,"Cuba",NA,"CUB","HIGH"
2001,21.5608,-82.30408,"Cuba",NA,"CUB","HIGH"
2001,21.55915,-82.31371,"Cuba",NA,"CUB","HIGH"
2001,21.54863,-82.29277,"Cuba",NA,"CUB","HIGH"
2001,21.58637,-81.9573,"Cuba",NA,"CUB","HIGH"
2001,21.5708,-81.96751,"Cuba",NA,"CUB","HIGH"
2001,21.51545,-82.09893,"Cuba",NA,"CUB","HIGH"
2001,21.08982,-79.29,"Cuba",NA,"CUB","HIGH"
2001,21.08982,-79.29,"Cuba",NA,"CUB","HIGH"
2001,21.08982,-79.29,"Cuba",NA,"CUB","HIGH"
2001,21.08462,-79.28795,"Cuba",NA,"CUB","HIGH"
2001,22.54028,-78.34972,"Cuba",NA,"CUB","HIGH"
2001,22.54111,-78.33694,"Cuba",NA,"CUB","HIGH"
2005,22.56069,-78.46282,"Cuba","	Reef zone that was affected :Fore reef (between 3-12 m depth)<br>

	Percentage of live coral that is bleached: Probably more than 50%

Type/species of coral affected: Mainly brain corals.<br>      

Coral colonies were both partially and totally bleached (Sept 2005). <br>","CUB","HIGH"
2001,22.5625,-78.44305,"Cuba",NA,"CUB","HIGH"
2001,22.56361,-78.44444,"Cuba",NA,"CUB","HIGH"
2003,22.55,-78.04,"Cuba","A moderate intensity coral bleaching (approx. 20-30% of colonies bleached) was reported at the end of October by the early warning volunteers of the dive Center ""Coco-Diving"" of Cubanacan Nàutica, at Cayo Coco (North-center of Cuba). Fully white colonies dominated among bleached corals.","CUB","HIGH"
2001,22.17694,-77.65278,"Cuba",NA,"CUB","HIGH"
2001,22.17778,-77.65083,"Cuba",NA,"CUB","HIGH"
2001,23.28806,-80.90028,"Cuba",NA,"CUB","HIGH"
2001,23.2925,-80.90195,"Cuba",NA,"CUB","HIGH"
2001,23.29306,-80.965,"Cuba",NA,"CUB","HIGH"
2001,23.29972,-80.95944,"Cuba",NA,"CUB","HIGH"
2001,22.89389,-79.67944,"Cuba",NA,"CUB","HIGH"
2003,18.36035,-65.53365,"Puerto Rico",NA,"PRI","HIGH"
2001,22.83361,-79.585,"Cuba",NA,"CUB","HIGH"
2001,22.83694,-79.58639,"Cuba",NA,"CUB","HIGH"
2001,22.71833,-79.36305,"Cuba",NA,"CUB","HIGH"
2001,22.72028,-79.36305,"Cuba",NA,"CUB","HIGH"
2001,20.6061,-78.281,"Cuba",NA,"CUB","HIGH"
2001,20.96852,-79.19913,"Cuba",NA,"CUB","HIGH"
2001,20.90978,-79.11877,"Cuba",NA,"CUB","HIGH"
2001,20.90132,-79.10349,"Cuba",NA,"CUB","HIGH"
2001,20.89822,-79.09528,"Cuba",NA,"CUB","HIGH"
2001,20.89968,-79.09127,"Cuba",NA,"CUB","HIGH"
2001,20.96675,-79.20766,"Cuba",NA,"CUB","HIGH"
2001,20.97012,-79.21886,"Cuba",NA,"CUB","HIGH"
2001,20.966,-79.19887,"Cuba",NA,"CUB","HIGH"
2001,21.84333,-77.46555,"Cuba",NA,"CUB","HIGH"
2001,21.84583,-77.46389,"Cuba",NA,"CUB","HIGH"
2001,21.93111,-77.53778,"Cuba",NA,"CUB","HIGH"
2005,22.63292,-78.64609,"Cuba","	Reef zone that were affected: 	Patch reefs (2-3 m deep ) an Fore reef  (15 m deep) <br> 

Percentage of live coral cover in the area : 	20-30% in patchreef : 30-50% in fore reef<br>

	Percentage of live coral that is bleached: 	 50-70%<br>  

Species of coral affected: 	Millepora complanata 100% white), Acropora cervicornis (100%, white), Agaricia spp. (50-70%, white),  Diploria spp.(50-70%, white), Montastraea franksi (30%, white), Acropora palmata (10-20%, pale)<br>","CUB","HIGH"
2001,21.53643,-82.37128,"Cuba",NA,"CUB","HIGH"
2001,21.52595,-82.37457,"Cuba",NA,"CUB","HIGH"
2001,20.6105,-78.25,"Cuba",NA,"CUB","HIGH"
2001,22.94667,-79.75584,"Cuba",NA,"CUB","HIGH"
2001,22.94917,-79.755,"Cuba",NA,"CUB","HIGH"
2005,18.309,-65.655,"Puerto Rico","Brief report of a major bleaching event actually occurring off the

eastern coast of Puerto Rico. Part of our diving team at the UPR-Coral Reef Research Group was out in the field today and found that minor bleaching we

documented about two weeks ago or so has become more intense.<br>



According to Prof. Carlos Toledo, from our diving team, between 50 and 75% of the corals at Cayo Largo (off Fajardo) are heavily

bleached. Most Montastraea spp., Diploria spp., Siderastrea siderea, Porites spp., Agaricia spp., Millepora spp., and other species were documented with

total or nearly total bleaching.<br>



In addition, many plexaurid octocoral colonies, encrusting gorgonians (Erythropodium caribbaeorum) and zoanthids (Palythoa caribbaeorum) were also

significantly bleached. <br>

SST is around 29.5 to 30.0C. Doldrum-like conditions

have been nearly prevalent in the area during the last

few weeks preceeding bleaching.","PRI","HIGH"
2005,21.583,-81.633,"Cuba","Bleaching was  was observed dive instructor from Cayo Largo (SW Cuba) on August 15. Bleaching of about 30-40% of corals were observed between the shallow reef crests and 27 m deep, affecting massive corals. In the crest, affected coral were brain corals (Diploria and other massive), not so Acropora palmata nor Millepora.

MarÕa La Gorda (21_ 47ÇN; 84_30ÇW) and Havana City (23_ 05' 15'' N, 82_ 28'

12'' W) were recently examined and did not show significant bleaching.","CUB","HIGH"
2005,22,-82,"Cuba","Average Hard coral: 20% Soft coral: 0%

Bleached Hard coral: 20% Soft coral: 0%



First observtion date is on  9/15/1998 and  last Observation/Visit  is on 6/15/2005

The affected species are mostry brain corals, according to the reporting diver.

This information was provided by Edel, dive instructor from the Dive Centre of Cayo largo del Sur Reported: Pedro M. Alcolado (Cuban Network of Volunteer Early Warning Monitoring of Coral Reefs)

Back.","CUB","HIGH"
2003,22.883,-83.547,"Cuba",NA,"CUB","HIGH"
2003,18.37773,-65.5725,"Puerto Rico",NA,"PRI","HIGH"
2001,20.64423,-78.6804,"Cuba",NA,"CUB","HIGH"
2001,21.54353,-82.44925,"Cuba",NA,"CUB","HIGH"
2001,21.54147,-82.44365,"Cuba",NA,"CUB","HIGH"
2001,21.54428,-82.43079,"Cuba",NA,"CUB","HIGH"
2001,21.53883,-82.4217,"Cuba",NA,"CUB","HIGH"
2001,20.585,-78.10966,"Cuba",NA,"CUB","HIGH"
2001,22.4825,-78.12722,"Cuba",NA,"CUB","HIGH"
2001,20.763,-78.85516,"Cuba",NA,"CUB","HIGH"
2001,21.57697,-81.6818,"Cuba",NA,"CUB","HIGH"
2001,21.5734,-81.67352,"Cuba",NA,"CUB","HIGH"
2001,22.02472,-77.6025,"Cuba",NA,"CUB","HIGH"
2001,22.02639,-77.60056,"Cuba",NA,"CUB","HIGH"
2001,21.59578,-81.92717,"Cuba",NA,"CUB","HIGH"
1999,11.73557,-66.84763,"Venezuela",NA,"VEN","HIGH"
2001,21.96048,-81.46685,"Cuba",NA,"CUB","HIGH"
2001,21.96352,-81.46249,"Cuba",NA,"CUB","HIGH"
2001,21.96948,-81.47945,"Cuba",NA,"CUB","HIGH"
2001,21.891,-81.41752,"Cuba",NA,"CUB","HIGH"
2001,21.90428,-81.41669,"Cuba",NA,"CUB","HIGH"
2001,21.90227,-81.4258,"Cuba",NA,"CUB","HIGH"
2001,21.91243,-81.43044,"Cuba",NA,"CUB","HIGH"
2001,21.91628,-81.42838,"Cuba",NA,"CUB","HIGH"
2005,10.887,-68.221,"Venezuela","In Cayo Sombrero (Morrocoy National Park, MNP Venezuela) we observed that bleaching did not occur at the maximum SST of July-September, but a month later, similarly to the report made to the coral list by G. DÕaz et al. for Santa Marta, Colombia (fecha). In this case, however, we have not identified a mechanism such as upwelling, that helps to explain this delay between maximum temperature and bleaching. <br>



Between the 23rd of September and the 4th of October of 2005, during the annual surveys of the GCRMN and CARICOMP, we examined five reefs, two oceanics, at Los Roques Archipelago National Park and three continental reefs at MNP. We surveyed more than 500 colonies between 5 and 12 m depth, and only two colonies were partially bleached (< 5% of their surface).  Sea surface temperature (SST) was

30 ÁC. <br>

By the end of October, SST was also 30 ÁC but we found that 21 ± 4% of the colonies (n = 5 transects) had bleached in Cayo Sombrero (CS) at MNP. Most affected species were: <br>

M. franksi (50%)<br>

M. faveolata (31%)<br>

C. natans (15%)<br>

M. meandrites (100%)<br>

A. agaricites (67%) <br>

hydrocorals Millepora spp (38%).<br>

Of the bleached colonies, 19% were afected in < 10% of their surface, 5% were afected in 10-25% of their surface, 19% in 25-50% of their surface and 60% of the colonies were bleached in 75-100% of their surface. We also observed bleached.colonies of  D. strigosa, M. cavernosa, P. astreoides, C. natans, D. laberyntiformis outside those transects.<br>



By the 13th of November, the SST had dropped to 28.7 ÁC but qualitatively we observed more colonies bleached than the previous two weeks and it seemed more intense in terms of colony whiteness.  Thus, in Cayo Sombrero bleaching did not occur at the maximum SST in july-september, but a month later. <br>



We will keep monitoring this event and hope to report the recovery of the colonies in the next weeks.<br>","VEN","HIGH"
