"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","CODE","SEVERITY"
1998,"Torres Strait & Great Barrier Reef","Dingo Bch, Nelly Bay",-20.07838,148.48589,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dingo Bch, Nelly Bay",-20.07838,148.48589,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dingo Bch, north of Champayne Bay",-20.07838,148.48589,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dingo Bch, north of Champayne Bay",-20.07838,148.48589,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dingo Rf, north",-19.125,148.46667,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dingo Rf, north",-19.125,148.46667,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dingo Rf, south",-19.17661,148.38333,"1-2%","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dingo Rf, south",-19.17661,148.38333,"1-2%","AUS","HIGH"
1982,"Torres Strait & Great Barrier Reef","Dip Reef",-18.411,147.4531,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dip Rf",-18.41141,147.45267,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dip Rf",-18.41141,147.45267,NA,"AUS","HIGH"
1987,"Jamaica","Discovery Bay",18.45,-77.31666667," Extent Unspecified","JAM","HIGH"
1998,"Jamaica","Discovery Bay",18.45,-77.31666667," ","JAM","HIGH"
1987,"Jamaica","Discovery bay",18.4794,-77.3287,"Started in July, very extensive from sept to nov, lessening to late dec. serious bleaching on Agaracia lamarcki,  Diploria labririnthiformis,  Montastrea annularis.  M. annularis, in shallow water (<12m) 50% bleached, none affected in deep water

Acropora","JAM","HIGH"
1998,"Torres Strait & Great Barrier Reef","Distant Cay",-21.10096,152.48829,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Distant Cay",-21.10096,152.48829,NA,"AUS","HIGH"
1987,"Dominican Republic","Dominican Republic",19.16666667,-69.53333333,"Color of M. annularis changed to lavender-blue. ","DOM","HIGH"
1999,"Venezuela","Dos Mosquises Herradura (DMH)",11.80023,-66.88419,NA,"VEN","HIGH"
1999,"Venezuela","Dos Mosquises Sur (DMS)",11.7929,-66.89445,NA,"VEN","HIGH"
1998,"Torres Strait & Great Barrier Reef","Double Is",-21.36667,149.825,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Double Is",-16.73072,145.68495,"Low coral cover and dirty water","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Double Is",-16.73072,145.68495,"Low coral cover and dirty water","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Double Is",-21.36667,149.825,NA,"AUS","HIGH"
1996,"Bahrain","Double Pipe Marker, Fasht Al Adhom",26.076,50.767,"About 50% of coral were bleached and the remaining 50% were recently dead and colonized.

Acropora arabensis - all corals were bleached and dead.

Platygyra daedalea - Some coral partially with normal pigmentation and partially colonized, others were bleached.

Favia pallida - All coral bleached

Porites compressa - All coral bleached, some partially colonized by algae.","BHR","HIGH"
1998,"Florida (USA)","Doughnut Reef, Florida",24.69,-80.95,"0","USA","HIGH"
1998,"Torres Strait & Great Barrier Reef","Douglas islet",-11.24205,142.99828,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Driftwood Bay, Hamilton Island",-20.3667,148.9667,"5%","AUS","HIGH"
1998,"Florida (USA)","Dry Tortugas",24.63,-82.86,"15 - 25% affected ","USA","HIGH"
1998,"Florida (USA)","Dry Tortugas",24.65,-82.86666667,"At the dry Tortugas National Park and on the Tortugas banks on 8 and 9 Septemebr 1998, five sites were observed where the incidence of belaching  was found to be moderate at most sites.  Approximately 15 - 25 percent of the colonies were affected. Water t","USA","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dumbell Is",-20.17156,149.00888,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dumbell Is",-20.17156,149.00888,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Duncan Reef",-18.0833,146.8,"1-50%","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Duncan Rf",-18.09528,146.79603,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Duncan Rf",-18.09528,146.79603,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dunk Is, NE side",-17.95586,146.15209,"not much reef and lots of mud","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dunk Is, NE side",-17.95586,146.15209,"not much reef and lots of mud","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dunk Is, S side",-17.95586,146.15209,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dunk Is, S side",-17.95586,146.15209,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dunk Is, SE side",-17.95586,146.15209,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Dunk Is, SE side",-17.95586,146.15209,NA,"AUS","HIGH"
1999,"Puerto Rico","E Puerto Rico",18.3,-65.6,"some bleaching","PRI","HIGH"
1998,"Florida (USA)","E. Sambo Key",24.4913,-81.6634,"Moderate bleaching","USA","HIGH"
1998,"Torres Strait & Great Barrier Reef","Eagle Is",-21.99167,150.16667,NA,"AUS","HIGH"
1999,"Belize","Eagle Ray Canyon",17.92,-87.95,NA,"BLZ","HIGH"
1998,"Torres Strait & Great Barrier Reef","East Cay",-21.48825,152.56209,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","East Cay",-21.48825,152.56209,NA,"AUS","HIGH"
1990,"United States","East Flower Garden Banks",27.91666667,-93.6,"The bleaching may have been due to high sea surface temperatures. Continued bleaching.","USA","HIGH"
1998,"Torres Strait & Great Barrier Reef","East Hope Is",-15.73545,145.45538,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","East Hope Is",-15.73545,145.45538,NA,"AUS","HIGH"
1998,"Indonesia","East Kalimantan",-1.0912,117.1308,"60-70% bleaching","IDN","HIGH"
1998,"Somalia","east of El Girdi",10.56,45.22,"Heavy mortality obs on shallow reef in Mar 99 from bleaching some time ago","SOM","LOW"
1998,"Florida (USA)","East Sambo",24.4882,-81.6632,"Minimal bleaching","USA","LOW"
1980,"Chile","Easter Island",-27.1,-109.3,"mass expulsion of zooxanthellae. White corals occurred in patchy discontinuous zones","CHL","LOW"
1980,"Chile","Easter Island (Rapa-Nui)",-27.16666667,-109.3333333,"Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months. ","CHL","LOW"
1987,"Florida (USA)","Eastern Dry Rocks",24.54,-81.833,"7.4% of coral cover was pale (7 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","LOW"
1998,"Philippines","Eastern Mindanao",7,126,"bleaching","PHL","LOW"
1998,"Palau","Eastern Ngeruangel Atoll",8.1725,134.63,"20%","PLW","LOW"
1998,"Japan","Eastern Shikioku",33.9167,134.65,"under 20%","JPN","LOW"
1987,"Colombia","Eastern Side of the Islas Pajarales Complex",9.803,-75.815,"Species affected were

Scleractinians :

A . cervicornis, Agaricia agaricites, A . tenuifolia, Porites astreoides, P . porites, Favia fragun, D . labyrinthiformis, D . strigosa, Montastraea annularis

Other Cnidarians :

Millepora, Erythropodium caribaeorum, Stoichactis helianthus and Palythoa.

All species were partially bleached, except for  Agaricia agaricites, A . tenuifolia, P . Porites and Favia fragun which were fully bleached","COL","LOW"
1998,"Torres Strait & Great Barrier Reef","Eclipse Is",-18.7703,146.54899,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eclipse Is",-18.7703,146.54899,NA,"AUS","LOW"
1982,"Torres Strait & Great Barrier Reef","Eclipse Island Reef",-18.7703,146.549,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eddy Rf",-17.77015,146.4392,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eddy Rf",-17.77015,146.4392,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Edgell Reefs",-20.1327,149.9391,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Edgell Rf",-20.13273,149.93913,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Edgell Rf",-20.13273,149.93913,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Edward Is",-20.25,149.18333,"No bleaching","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Edward Is",-20.25,149.18333,"No bleaching","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eel Rf",-12.5333,143.5333,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eel Rf",-12.4833,143.425,NA,"AUS","LOW"
1986,"Taiwan","Effluet ( Outfall )",21.93333333,120.7336667,"Thermal effluent of the nuclear power plant caused extensive bleaching of hard and soft corals between 1 and 5 m in the shallow bay. ","TWN","LOW"
1987,"Taiwan","Effluet ( Outfall )",21.93333333,120.7336667,"Thermal effluent of the nuclear power plant caused extensive bleaching of hard and soft corals between 1 and 5 m in the shallow bay. ","TWN","LOW"
1998,"Taiwan","Effluet ( Outfall )",21.93333333,120.7336667,"Thermal effluent of the nuclear power plant caused extensive bleaching of hard and soft corals between 1 and 5 m in the shallow bay. ","TWN","LOW"
1998,"Bahamas","Egg Island",25.5,-76.8,"60 % bleached. Up to 80% between 15-20m","BHS","LOW"
1998,"Torres Strait & Great Barrier Reef","Egg rock",-23.20036,151.10038,NA,"AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Egg Rock Reef",-23.1993,151.1009,NA,"AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Egg Rock Reef",-23.2004,151.1004,NA,"AUS","LOW"
1998,"United Kingdom","Egmont",-6.6635,71.3504,">70%","GBR","LOW"
1998,"Torres Strait & Great Barrier Reef","Egmont Rf",-16.53059,145.54059,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Egmont Rf",-16.53059,145.54059,NA,"AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Egret Reef",-15.4743,145.4175,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Egret Rf",-15.47433,145.41744,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Egret Rf",-15.47433,145.41744,NA,"AUS","LOW"
1998,"Colombia","El Cove",12.52,-81.7344,"40","COL","LOW"
1998,"Colombia","El Mirador Reef, Malpelo Island",3.9,-81.6,"minimal bleaching","COL","LOW"
1998,"Philippines","El Nido, North Palawan",11.1847,119.3872,"severe bleaching","PHL","LOW"
1999,"Bahamas","Elbow Cay, Middle",26.54033,-76.94617,NA,"BHS","LOW"
1999,"Bahamas","Elbow Cay, North",26.05983,-76.9495,NA,"BHS","LOW"
1999,"Bahamas","Elbow Cay, South (Inner)",26.52677,-76.95695,NA,"BHS","LOW"
1999,"Bahamas","Elbow Cay, South (Outer)",26.53228,-76.95039,NA,"BHS","LOW"
1998,"Florida (USA)","Elbow Reef, Florida",25.1639,-80.2359,"0","USA","LOW"
1998,"Torres Strait & Great Barrier Reef","Elford Reef",-16.7601,147.7259,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Elford Reef",-16.9167,146.2475,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Elford Rf",-16.91665,146.2475,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Elford Rf",-16.91665,146.2475,NA,"AUS","LOW"
1987,"Florida (USA)","Elkhorn Control",25.393,-80.168,"9.6% of coral cover was pale (6 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","LOW"
1994,"Torres Strait & Great Barrier Reef","Ellison Reef",-17.7247,146.3947,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, NE bommies",-17.72473,146.39474,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, NE bommies",-17.72473,146.39474,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, SE edge",-17.72473,146.39474,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, SE edge",-17.72473,146.39474,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Emily Rf",-15.61003,145.62602,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Emily Rf",-15.61003,145.62602,NA,"AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Endeavour Reef",-15.7796,145.5803,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Endeavour Rf",-15.77955,145.58032,"0.1","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Endeavour Rf",-15.77955,145.58032,"0.1","AUS","LOW"
1998,"Puerto Rico","Enrique Reef (Cayo Enrique )",17.91666667,-67.05,"As of today, bleaching in the southwest coast of Puerto Rico has been minor and scattered over the reefs. In shallow (0-18 m), near-shore, patch reefs and fringing reefs, the hydrocorals Millepora complanata, M.alcicornis and M.squarrosa, the zoanthid Pal","PRI","LOW"
1998,"Puerto Rico","Enrique Reef (Cayo Enrique )",17.9541,-67.06,"sw coast bleaching minor and scattered. Mainly shallow near-shore patch reefs and fringing reefs","PRI","LOW"
1998,"Eritrea","Eritrea",15.63333333,39.66666667,"Water temperatures around Massawa and Green Island have been extremely high (40ÁC) in August and September. ","ERI","LOW"
1998,"Torres Strait & Great Barrier Reef","Erskine Is",-23.50392,151.77295,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Erskine Is",-23.50392,151.77295,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Erskine Island Reef",-23.5039,151.773,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Escape Reef",-15.8773,145.7932,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eshelby Is",-20.02029,148.62309,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eshelby Is",-20.02029,148.62309,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Esk Is",-18.77572,146.51967,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Esk Is",-18.77572,146.51967,NA,"AUS","LOW"
1998,"Ecuador","Espanola Island",-1.35,-89.7,"70-90% corals bleached","ECU","LOW"
1998,"Ecuador","Espanola, Galapagos",-1.3361,-89.6938,"20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","ECU","LOW"
1998,"Torres Strait & Great Barrier Reef","Ethel Rocks",-23.97,151.63,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Euston Rf",-16.69099,146.25275,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Euston Rf",-16.69099,146.25275,NA,"AUS","LOW"
1999,"Netherlands Antilles","EUX01: Barracuda Reef",17.468,-62.99166,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX02: Anchor Point",17.46433,-62.98783,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX03: Hangover",17.46483,-62.986,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX04: The Blocks",17.46433,-62.985,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX05: The Ledges",17.46333,-62.98466,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX06: Five Fingers",17.46483,-62.96667,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX07: Valley of the Sponges",17.464,-62.9825,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX08: The Humps",17.4635,-62.97817,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX09: Mushroom Gardens",17.4625,-62.97766,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX10: Mushroom Gardens South",17.46167,-62.97766,NA,"ANT","LOW"
1998,"Torres Strait & Great Barrier Reef","Eva Rock",-18.23698,146.32271,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eva Rock",-18.23698,146.32271,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Evening Rf",-15.90722,145.65707,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Evening Rf",-15.90722,145.65707,NA,"AUS","LOW"
1983,"Bahamas","Exuma Cays",24.51666667,-76.65,"In the Exuma Cays, Robert Wicklund of the Caribbean Marine Research Center in Florida observed massive bleaching off Lee Stocking Island in October.  Along a 20-mile stretch of the Exumas, some 10 species of corals are affected down to a depth of 73 meter","BHS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eyrie Rf",-14.71252,145.37776,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eyrie Rf",-14.71252,145.37776,NA,"AUS","LOW"
1994,"French Polynesia","Faaa",-17.54133333,-149.6193333," The majority of the corals were dead, and those live corals were physically overgrown with algae.","PYF","LOW"
1998,"Guam","Facpi Point",13.339,144.6338,"10","GUM","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.5426,148.9426,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.56344,148.93373,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.5426,148.9426,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.56344,148.93373,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairfax Is",-23.86129,152.37004,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairfax Is",-23.86129,152.37004,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairway Rock",-23.41667,151.16667,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faith Rf",-19.28328,148.34728,"5-10%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faith Rf",-19.28328,148.34728,"5-10%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Falcon Is",-18.77886,146.5343,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Falcon Is",-18.77886,146.5343,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Falcon Island",-18.7667,146.5333,"70-90%","AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Fantome Island Reef",-18.6782,146.5105,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faraday Rf",-18.42388,147.34858,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faraday Rf",-18.42388,147.34858,NA,"AUS","LOW"
1996,"Iran","Faroor",26.24,55.14,"Moderate bleaching; bleaching of Favia, Porites. 15% bleaching","IRN","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, east side",-17.79154,146.51712,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, east side",-17.79154,146.51712,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, lagoon",-17.79154,146.51712,"5-10%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, lagoon",-17.79154,146.51712,"5-10%","AUS","LOW"
1998,"Bahrain","Fasht Al Adhom",26.15,50.7008,"100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks","BHR","LOW"
1996,"Bahrain","Fasht Al Adhom",26,50.5,"100% bleaching","BHR","LOW"
1998,"Bahrain","Fasht al Adhom ( Fasht  Adhm )",26.08333333,50.75,"Coral was first observed in mid-August when water temperatures went from 34ÁC to 37ÁC in a week. ","BHR","LOW"
1996,"Bahrain","Fasht Al Dibal",26,50.5,"80% bleaching","BHR","LOW"
1998,"Bahrain","Fasht Al Dibal",26.2923,50.9617,"100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks","BHR","LOW"
1998,"Bahrain","Fasht Al Jarim",26,50.5,"severe","BHR","LOW"
1998,"New Caledonia","Fausse Passe",-22.29,166.19,"0","NCL","LOW"
1994,"Torres Strait & Great Barrier Reef","Feather Reef",-17.5303,146.3776,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Feather Rf",-17.53032,146.37759,"30-505","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Feather Rf",-17.53032,146.37759,"30-505","AUS","LOW"
1998,"Federated States of Micronesia","Federated States of Micronesia",8.6072,150.3893,"20%","FSM","LOW"
1998,"Seychelles","Felicite",-4.3333,55.8667,"bleaching","SYC","LOW"
1998,"Maldives","Felidhu Atoll ( Vaavu )",3.433333333,73.45,"Algae cover the coral reef area, and observation studies indicate high numbers of herbivorous fish. Acropora sp. suffered major mortality, sometimes up to 100%.","MDV","LOW"
1998,"Mozambique","Fernao Veloso Bay",-12.9563,40.5845,NA,"MOZ","LOW"
1998,"Fiji","Fiji",-18.15,178.45,"Color changed to glowing-blue. Long term bleaching occurred at low levels. High sea surface temperatures associated with El NiÐo Southern Oscillation (ENSO). Mortality","FJI","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Is",-16.9229,146.00212,"70-90%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Is",-16.9229,146.00212,"70-90%","AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Fitzroy Island Reef",-16.9338,145.9838,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Fitzroy Island Reef",-16.9338,145.9838,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, lagoon",-23.69663,152.1829,"lots of blue (possibly fluoro) corals","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, lagoon",-23.69663,152.1829,"lots of blue (possibly fluoro) corals","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, outside",-23.69663,152.1829,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, outside",-23.69663,152.1829,NA,"AUS","LOW"
1998,"Australia","Flinders Reef",-17.7262,148.4648,"no bleaching","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Flora Rf",-17.18565,146.29093,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Flora Rf",-17.18565,146.29093,NA,"AUS","LOW"
1998,"Solomon Islands","Florida Islands",-9.0092,160.1024,"no bleaching","SLB","LOW"
1997,"Florida (USA)","Florida Keys",24.5342,-81.5811,NA,"USA","LOW"
1997,"Florida (USA)","Florida Keys",24.5557,-81.5112,NA,"USA","LOW"
1997,"Florida (USA)","Florida Keys",24.5,-81.05," Scattered bleaching was observed in inshore waters of the Florida Keys, with some colonies partially bleached and others extremely mottled or blotched. Some colonies were entirely bleached.","USA","LOW"
1998,"Florida (USA)","Florida Keys (inshore)",23.1311,-81.3956,"Moderate bleaching","USA","LOW"
1998,"Florida (USA)","Florida Keys (offshore)",23.1311,-81.3956,NA,"USA","LOW"
1987,"Florida (USA)","Florida Reef Tract",25.2,-80.16666667,"Widespread bleaching of the massive coral Montastrea annularis beginning in late August. ","USA","LOW"
1998,"Torres Strait & Great Barrier Reef","Fly Is",-18.83095,146.52435,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fly Is",-18.83095,146.52435,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Flynn Reef",-16.7377,146.2708,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Foller Rf",-21.96898,152.69924,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Foller Rf",-21.96898,152.69924,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Forbes Is",-12.3,143.4167,NA,"AUS","LOW"
1998,"Florida (USA)","Fort Jefferson",24.7,-82.81666667," Moderate bleaching","USA","LOW"
1998,"Florida (USA)","Fort Jefferson, Florida",24.63,-82.87,NA,"USA","LOW"
1999,"Bahamas","Fowl Cay, Fore Reef",26.63715,-77.0385,NA,"BHS","LOW"
1999,"Bahamas","Fowl Cay, Pinnacles",26.64,-77.03933,NA,"BHS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Mabel Is west",-17.21976,146.07784,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Mabel Is west",-17.21976,146.07784,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Normanby Is east",-17.21202,146.07598,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Normanby Is east",-17.21202,146.07598,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Normanby Is west",-17.21202,146.07598,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Normanby Is west",-17.21202,146.07598,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Round Is west",-17.22546,146.09092,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Round Is west",-17.22546,146.09092,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Russel Is east",-17.22546,146.09092,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Russel Is east",-17.22546,146.09092,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Russel Is west",-17.22546,146.09092,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Franklins, Russel Is west",-17.22546,146.09092,NA,"AUS","LOW"
1998,"Bahamas","French Bay #1",23.95,-74.54,NA,"BHS","LOW"
1998,"Bahamas","French Bay #2",23.95,-74.55,NA,"BHS","LOW"
1991,"French Polynesia","French Polynesia",-17,-143,"Widespread mass bleaching in the Pacific which included bleaching around French Polynesia. ","PYF","LOW"
1998,"Palau","Fringing reefs S Malakal",7.3325,134.46,NA,"PLW","LOW"
1998,"Florida (USA)","Ft. Lauderdale",26.1372,-80.0786,"severe bleaching","USA","LOW"
1998,"Maldives","Furana Tilla, North Male Atoll",4.7408,73.4964,"30% bleached","MDV","LOW"
1998,"Ecuador","Galapagos Archipelago",-0.7488,-90.7676,NA,"ECU","LOW"
1998,"Ecuador","Galapagos Archipelago",-0.2701,-91.0988,NA,"ECU","LOW"
1983,"Ecuador","Galapagos Islands",-0.65,-90.38333333,"Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed.  These events are linked to the 1982/3 El NiÐo, which caused an anomalous warming of the surface waters. Extensive bleachin","ECU","LOW"
1983,"Ecuador","Galapagos Islands",-0.65,-90.38333333,"Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed linked to the 1982/3 El NiÐo, which caused an anomalous warming of the surface waters. Reported by Glynn (1983). Extensive b","ECU","LOW"
1977,"Ecuador","Galapagos Islands",-0.65,-90.38333333,"Extent Unspecified; The reefs recovered in about 4 to 6 weeks.","ECU","LOW"
