"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","CODE","SEVERITY"
1998,"Torres Strait & Great Barrier Reef","Egmont Rf",-16.53059,145.54059,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Egmont Rf",-16.53059,145.54059,NA,"AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Egret Reef",-15.4743,145.4175,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Egret Rf",-15.47433,145.41744,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Egret Rf",-15.47433,145.41744,NA,"AUS","LOW"
1998,"Colombia","El Cove",12.52,-81.7344,"40","COL","LOW"
1998,"Colombia","El Mirador Reef, Malpelo Island",3.9,-81.6,"minimal bleaching","COL","LOW"
1998,"Philippines","El Nido, North Palawan",11.1847,119.3872,"severe bleaching","PHL","LOW"
2009,"Dominican Republic","El Seibo, Miches",19.05,-68.96,"Discoloration at tips of some species of corals, could be new growth or first stages of coral bleaching. Sea fans punctured and discolored. Because of transect orientation, some of the fish in transect component 1 may have been counted a second time in transect component 4.","DOM","LOW"
2009,"Dominican Republic","El Seibo, Miches",19.05,-69.05,"Asperaillosis: 0-20m = 20%; 25-45m = 20%; 50-70m = 5%; 75-95m = 5%.  In transect components 3 & 4, 90 % of the brain coral population had large dead parts. Not sure if this means that the coral is being killed or if it is rebounding and growing over previously dead coral.

In the area, lobster fishing with compressors is supposedly illegal but this is not enforced. Most of the fishermen use air compressors to dive on the reefs. This is a popular site for lobster fishing and spear gun fishing on the reefs. Fishermen drop anchors on reef - could benefit from buoys.","DOM","LOW"
2009,"Dominican Republic","El Seibo, Miches",19,-69.04,"Two Gorgonians were both 100% diseased; possible white band disease present; small percentage of coral bleaching present on hard corals; Manatee sighted!!!! 1 adult, 1 calf feeding in seagrass bed near reef.","DOM","LOW"
2009,"Egypt","El Tur/Sharm El Sheikh Sinai",27.79,33.87,"0% of recorded RKC on substrate is result of bleaching; trochus shells: 4x50-70/1x75-100","EGY","LOW"
2009,"Egypt","El Tur/Sharm El Sheikh, Sinai",27.98,34.45,"0% of recorded recently killed coral  on substrate is result of bleaching; impact of coral of thorn in 1999; 2 octopus","EGY","LOW"
1999,"Bahamas","Elbow Cay, Middle",26.54033,-76.94617,NA,"BHS","LOW"
1999,"Bahamas","Elbow Cay, North",26.05983,-76.9495,NA,"BHS","LOW"
1999,"Bahamas","Elbow Cay, South (Inner)",26.52677,-76.95695,NA,"BHS","LOW"
1999,"Bahamas","Elbow Cay, South (Outer)",26.53228,-76.95039,NA,"BHS","LOW"
1998,"Florida (USA)","Elbow Reef, Florida",25.1639,-80.2359,"0","USA","LOW"
1998,"Torres Strait & Great Barrier Reef","Elford Reef",-16.7601,147.7259,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Elford Reef",-16.9167,146.2475,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Elford Reef",-16.9151,146.2486,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Elford Rf",-16.91665,146.2475,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Elford Rf",-16.91665,146.2475,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Elizabeth Reef",-19.3334,149.0514,NA,"AUS","LOW"
1987,"Florida (USA)","Elkhorn Control",25.393,-80.168,"9.6% of coral cover was pale (6 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","LOW"
2002,"Torres Strait & Great Barrier Reef","Ellison Reef",-17.7232,146.3958,"low cover","AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Ellison Reef",-17.7247,146.3947,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, NE bommies",-17.72473,146.39474,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, NE bommies",-17.72473,146.39474,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, SE edge",-17.72473,146.39474,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Ellison Rf, SE edge",-17.72473,146.39474,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Emily Reef",-15.6085,145.6271,"actually the eastern side of 15-078","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Emily Rf",-15.61003,145.62602,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Emily Rf",-15.61003,145.62602,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Emperor Reef",-21.8836,152.4452,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Endeavour Reef",-15.7781,145.5814,NA,"AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Endeavour Reef",-15.7796,145.5803,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Endeavour Rf",-15.77955,145.58032,"0.1","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Endeavour Rf",-15.77955,145.58032,"0.1","AUS","LOW"
1998,"Puerto Rico","Enrique Reef (Cayo Enrique )",17.91666667,-67.05,"As of today, bleaching in the southwest coast of Puerto Rico has been minor and scattered over the reefs. In shallow (0-18 m), near-shore, patch reefs and fringing reefs, the hydrocorals Millepora complanata, M.alcicornis and M.squarrosa, the zoanthid Pal","PRI","LOW"
1998,"Puerto Rico","Enrique Reef (Cayo Enrique )",17.9541,-67.06,"sw coast bleaching minor and scattered. Mainly shallow near-shore patch reefs and fringing reefs","PRI","LOW"
2003,"Puerto Rico","Enrique Reef off La Parguera",17.904,-67.037,"West end of Enrique Reef off La Parguera, PR has extensive bleaching of large coral heads at 20 feet, only slight bleaching at 30 ft.","PRI","LOW"
1998,"Eritrea","Eritrea",15.63333333,39.66666667,"Water temperatures around Massawa and Green Island have been extremely high (40ÁC) in August and September. ","ERI","LOW"
1998,"Torres Strait & Great Barrier Reef","Erskine Is",-23.50392,151.77295,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Erskine Is",-23.50392,151.77295,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Erskine Island Reef",-23.5039,151.773,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Escape Reef",-15.8773,145.7932,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Escape Reef",-15.8758,145.7943,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eshelby Is",-20.02029,148.62309,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eshelby Is",-20.02029,148.62309,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Eshelby Reef",-20.0188,148.6241,"high cover, incl plates","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Esk (Soopun) Reef",-18.7742,146.5207,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Esk Is",-18.77572,146.51967,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Esk Is",-18.77572,146.51967,NA,"AUS","LOW"
1998,"Ecuador","Espanola Island",-1.35,-89.7,"70-90% corals bleached","ECU","LOW"
1998,"Ecuador","Espanola, Galapagos",-1.3361,-89.6938,"20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","ECU","LOW"
1998,"Torres Strait & Great Barrier Reef","Ethel Rocks",-23.97,151.63,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Euston Rf",-16.69099,146.25275,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Euston Rf",-16.69099,146.25275,NA,"AUS","LOW"
1999,"Netherlands Antilles","EUX01: Barracuda Reef",17.468,-62.99166,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX02: Anchor Point",17.46433,-62.98783,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX03: Hangover",17.46483,-62.986,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX04: The Blocks",17.46433,-62.985,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX05: The Ledges",17.46333,-62.98466,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX06: Five Fingers",17.46483,-62.96667,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX07: Valley of the Sponges",17.464,-62.9825,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX08: The Humps",17.4635,-62.97817,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX09: Mushroom Gardens",17.4625,-62.97766,NA,"ANT","LOW"
1999,"Netherlands Antilles","EUX10: Mushroom Gardens South",17.46167,-62.97766,NA,"ANT","LOW"
1998,"Torres Strait & Great Barrier Reef","Eva Rock",-18.23698,146.32271,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eva Rock",-18.23698,146.32271,NA,"AUS","LOW"
2009,"Malaysia","Eve's Garden",4.343267,113.89825,"Other observation: Patch reef, top. Hard 34%, soft 30%, 3% sponge, rock 17%, rubble 1%, sand 10%, silt 3%, other 2%","MYS","LOW"
2002,"Torres Strait & Great Barrier Reef","Evening Reef",-15.9057,145.6581,"lots of white on slope","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Evening Rf",-15.90722,145.65707,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Evening Rf",-15.90722,145.65707,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Exit Reef",-12.7831,143.487,NA,"AUS","LOW"
1983,"Bahamas","Exuma Cays",24.51666667,-76.65,"In the Exuma Cays, Robert Wicklund of the Caribbean Marine Research Center in Florida observed massive bleaching off Lee Stocking Island in October.  Along a 20-mile stretch of the Exumas, some 10 species of corals are affected down to a depth of 73 meter","BHS","LOW"
2002,"Torres Strait & Great Barrier Reef","Eye Reef",-14.8957,145.479,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Eyrie Reef",-14.711,145.3788,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eyrie Rf",-14.71252,145.37776,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Eyrie Rf",-14.71252,145.37776,NA,"AUS","LOW"
1994,"French Polynesia","Faaa",-17.54133333,-149.6193333," The majority of the corals were dead, and those live corals were physically overgrown with algae.","PYF","LOW"
2003,"Maldives","Faavu atoll",3.203,72.919,"Percentage of live coral cover in the area is 5-20% and Percentage of live coral that is bleached is 20%.

The extent of bleaching is not as severe as that of 1998, at the same time it is noteworthy that this is of significant event since 1998. April/may has always been the hottest months here in Maldives but this bleaching was seen as a delayed response to temperature peak here.","MDV","LOW"
2005,"Cuba","Facing the Instituto de OceanologÕa, Havana City",23.096,-82.472,"Reef zones that were affected: 	From back reef  3 m deep  to reef escarpment 22 m deep <br>

Percentage of live coral cover in the area:	  1-10% at 3 m deep: 10-30% at 15 m deep : 30-50% at 22 m deep <br>

Type/species of coral affected: 	Agaricia spp and Montastraea spp.

(Siderastrea siderea was not mentioned, but was probably overlooked by the diver)    <br>



Other observations: 	The diver reported that felt the water warm.  The site is quite close to a very organically polluted small river named QuibÏ, but because of depth and/or distance,  the reefs is only moderately affected here, but the bottom appears darker, than in clean reefs, making bleached corals to contrast remarkably  <br>","CUB","LOW"
1998,"Guam","Facpi Point",13.339,144.6338,"10","GUM","LOW"
2002,"American Samoa","Faga, Ta'u",-14.209,-169.455,"Very little paling of Montastrea curta","ASM","LOW"
2002,"American Samoa","Faga'alu, Tutuila",-14.2898,-170.677,"No bleaching seen","ASM","LOW"
2004,"American Samoa","Faga'alu, Tutuila",-14.279,-170.677,"Average Hard coral: 60% Soft coral: 1%

Bleached Hard coral: 1% Soft coral: 0%



Affected Species and percentage of bleaching: 

Acropora 	microphthama -1%","ASM","LOW"
2004,"Samoa","Faga'alu, Tutuila",-14,171,"Average Hard coral:  60%    Soft coral: 1%

Bleached Hard coral: 1%      Soft coral: 0%





Acropora	 microphthalma 1% bleached","WSM","LOW"
2002,"American Samoa","Fagafue, Tutuila",-14.294,-170.753,"A lot of Favia stelligera and Pavona sp bleached

Acropora and Pocillopora also bleached","ASM","LOW"
2002,"American Samoa","Fagaitua, Tutuila",-14.272,-170.601,"Pale Porites,  Montastrea curta. 

Very little bleaching","ASM","LOW"
2002,"Samoa","Fagaloa Bay",-13.933,-171.547,"Reef tops were characteristically more bleached. The very common, monopolising  table coral, Acropora hyacinthus, remained largely unaffected in depths greater than a couple of metres.  This species was one of the first to go in Fiji's

2000 event.","WSM","LOW"
2002,"American Samoa","Fagamalo, Ta'u",-14.246,-169.506,"Pale Porites, Pocillopora and Montastrea curta","ASM","LOW"
2002,"American Samoa","Fagamalo, Tutuila",-14.298,-178.811,"Overall low bleaching, 

Acropora plate moderate, totally bleach

Montastrea curta, Pocillopora eydoxi and P. verrucosa pale low bleaching","ASM","LOW"
2002,"American Samoa","Fagasa, Tutuila",-14.284,-170.723,"More bleaching than  expected given freshwater runoff and cooler temperature. 

Alot of F. stelligere, Porites, Pavona bleached","ASM","LOW"
2001,"American Samoa","Fagatele Bay",-14.37,-170.77,"minor bleaching less than 5%","ASM","LOW"
2004,"American Samoa","Fagatele Bay",-14.367,-170.767,"Average Hard coral: 35% Soft coral: 0%

Bleached Hard coral: 1% Soft coral: 0%



Affected Species and percentage of bleaching: 

Porites sp. - 40%

Porites 	sp2 - 80%

Leptoria 	phryga - 100%

Pocillopora eydouxi - 10%","ASM","LOW"
2002,"American Samoa","Fagatele, Tutuila",-14.366,-170.763,"One plate of Acropora totally white, Montastrea curta pale

Very little belaching","ASM","LOW"
2002,"Torres Strait & Great Barrier Reef","Fahey Reef",-14.0645,143.8554,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Fairey Reef (No 1)",-19.5411,148.9436,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.5426,148.9426,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.56344,148.93373,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.5426,148.9426,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairey Rf",-19.56344,148.93373,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairfax Is",-23.86129,152.37004,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairfax Is",-23.86129,152.37004,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Fairfax Islands Reef",-23.8597,152.3711,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fairway Rock",-23.41667,151.16667,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Fairway Rock Reef",-23.4162,151.1682,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Faith Reef",-19.2817,148.3483,"lots of white coral on slope","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faith Rf",-19.28328,148.34728,"5-10%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faith Rf",-19.28328,148.34728,"5-10%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Falcon Is",-18.77886,146.5343,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Falcon Is",-18.77886,146.5343,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Falcon Island",-18.7667,146.5333,"70-90%","AUS","LOW"
2000,"Jamaica","Falmouth East, Trelawny",18.49637,-77.63175,NA,"JAM","LOW"
2002,"Torres Strait & Great Barrier Reef","Fantome (Eumilli) Island Reef",-18.6767,146.5116,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Fantome Island Reef",-18.6782,146.5105,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Faraday Reef",-18.4224,147.3496,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faraday Rf",-18.42388,147.34858,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Faraday Rf",-18.42388,147.34858,NA,"AUS","LOW"
2001,"Cuba","Faro de la Vela (cresta)",21.2177,-79.55815,NA,"CUB","LOW"
2001,"Cuba","Faro de la Vela (profundo)",21.21895,-79.56731,NA,"CUB","LOW"
2006,"Mexico","Faro Viejo, Mahahual",18.71992,-87.70112,"Number of colonies observed: 11
; Number of bleached colonies: 7","MEX","LOW"
2006,"Mexico","Faro Viejo, Mahahual",18.74206,-87.67701,"Number of colonies observed: 16
; Number of bleached colonies: 1","MEX","LOW"
2006,"Mexico","Faro Viejo, Mahahual",18.74206,-87.67701,"Number of colonies observed: 8
; Number of bleached colonies: 2","MEX","LOW"
2005,"Mexico","Faro Viejo, Mahahual",18.68717,-87.71223,"Number of colonies observed: 3
; Number of bleached colonies: 1","MEX","LOW"
2005,"Mexico","Faro Viejo, Mahahual",18.68084,-87.71415,"Number of colonies observed: 2
; Number of bleached colonies: 0","MEX","LOW"
2005,"Mexico","Faro Viejo, Mahahual",18.68084,-87.71415,"Number of colonies observed: 7
; Number of bleached colonies: 2","MEX","LOW"
2005,"Mexico","Faro Viejo, Mahahual",18.71956,-87.69945,"Number of colonies observed: 25
; Number of bleached colonies: 7","MEX","LOW"
1996,"Iran","Faroor",26.24,55.14,"Moderate bleaching; bleaching of Favia, Porites. 15% bleaching","IRN","LOW"
2002,"Torres Strait & Great Barrier Reef","Farquharson Reef (No 1)",-17.79,146.5182,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, east side",-17.79154,146.51712,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, east side",-17.79154,146.51712,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, lagoon",-17.79154,146.51712,"5-10%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Farquharson Rf, lagoon",-17.79154,146.51712,"5-10%","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Farrier Reef",-20.6741,149.1389,NA,"AUS","LOW"
1998,"Bahrain","Fasht Al Adhom",26.15,50.7008,"100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks","BHR","LOW"
1996,"Bahrain","Fasht Al Adhom",26,50.5,"100% bleaching","BHR","LOW"
1998,"Bahrain","Fasht al Adhom ( Fasht  Adhm )",26.08333333,50.75,"Coral was first observed in mid-August when water temperatures went from 34ÁC to 37ÁC in a week. ","BHR","LOW"
1996,"Bahrain","Fasht Al Dibal",26,50.5,"80% bleaching","BHR","LOW"
1998,"Bahrain","Fasht Al Dibal",26.2923,50.9617,"100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks","BHR","LOW"
1998,"Bahrain","Fasht Al Jarim",26,50.5,"severe","BHR","LOW"
2002,"American Samoa","Fatumafuti, Tutuila",-14.2645,-170.675,"Porites totally bleached","ASM","LOW"
1998,"New Caledonia","Fausse Passe",-22.29,166.19,"0","NCL","LOW"
2002,"Torres Strait & Great Barrier Reef","Feather Reef",-17.5288,146.3787,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Feather Reef",-17.5303,146.3776,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Feather Rf",-17.53032,146.37759,"30-505","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Feather Rf",-17.53032,146.37759,"30-505","AUS","LOW"
1998,"Federated States of Micronesia","Federated States of Micronesia",8.6072,150.3893,"20%","FSM","LOW"
1998,"Seychelles","Felicite",-4.3333,55.8667,"bleaching","SYC","LOW"
1998,"Maldives","Felidhu Atoll ( Vaavu )",3.433333333,73.45,"Algae cover the coral reef area, and observation studies indicate high numbers of herbivorous fish. Acropora sp. suffered major mortality, sometimes up to 100%.","MDV","LOW"
1998,"Mozambique","Fernao Veloso Bay",-12.9563,40.5845,NA,"MOZ","LOW"
2002,"Torres Strait & Great Barrier Reef","Fife Reef",-13.6534,143.7308,"checked twice - no bleaching!","AUS","LOW"
1998,"Fiji","Fiji",-18.15,178.45,"Color changed to glowing-blue. Long term bleaching occurred at low levels. High sea surface temperatures associated with El NiÐo Southern Oscillation (ENSO). Mortality","FJI","LOW"
2002,"Torres Strait & Great Barrier Reef","Fison Reefs",-12.3785,143.5437,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Is",-16.9229,146.00212,"70-90%","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Is",-16.9229,146.00212,"70-90%","AUS","LOW"
1992,"Torres Strait & Great Barrier Reef","Fitzroy Island Reef",-16.9338,145.9838,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Fitzroy Island Reef",-16.9338,145.9838,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Fitzroy Island Reef",-16.9315,145.9855,NA,"AUS","LOW"
2006,"Australia","Fitzroy Island, North Great Barrier Reef",-16.92,145.99,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Fitzroy Reef",-23.6321,152.1537,"no fluoros","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, lagoon",-23.69663,152.1829,"lots of blue (possibly fluoro) corals","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, lagoon",-23.69663,152.1829,"lots of blue (possibly fluoro) corals","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, outside",-23.69663,152.1829,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fitzroy Rf, outside",-23.69663,152.1829,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Flinders Island Reef (No 1)",-14.1737,144.2789,"lots of bleaching on slope - plates and massives","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Flinders Island Reef (No 2)",-14.1946,144.2552,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Flinders Island Reef (No 3)",-14.1705,144.2442,NA,"AUS","LOW"
1998,"Australia","Flinders Reef",-17.7262,148.4648,"no bleaching","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Flora point",-24,151.6,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Flora Reef",-17.1841,146.292,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Flora Rf",-17.18565,146.29093,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Flora Rf",-17.18565,146.29093,NA,"AUS","LOW"
2000,"Solomon Islands","Florida Islands",-9.0092,160.1024,"outside reef worst affected rather than inside lagoon","SLB","LOW"
1998,"Solomon Islands","Florida Islands",-9.0092,160.1024,"no bleaching","SLB","LOW"
1997,"Florida (USA)","Florida Keys",24.5342,-81.5811,NA,"USA","LOW"
1997,"Florida (USA)","Florida Keys",24.5557,-81.5112,NA,"USA","LOW"
1997,"Florida (USA)","Florida Keys",24.5,-81.05," Scattered bleaching was observed in inshore waters of the Florida Keys, with some colonies partially bleached and others extremely mottled or blotched. Some colonies were entirely bleached.","USA","LOW"
1998,"Florida (USA)","Florida Keys (inshore)",23.1311,-81.3956,"Moderate bleaching","USA","LOW"
1998,"Florida (USA)","Florida Keys (offshore)",23.1311,-81.3956,NA,"USA","LOW"
1987,"Florida (USA)","Florida Reef Tract",25.2,-80.16666667,"Widespread bleaching of the massive coral Montastrea annularis beginning in late August. ","USA","LOW"
2005,"United States","Flower Garden Banks National Marine Sanctuary",27.922,-93.611,"The Flower Garden Banks National Marine Sanctuary research team conducted a post-hurricane cruise to the Sanctuary last week.   <br>

The coral is undergoing a bleaching event - initial observations indicate between 35% and 40% of the colonies are bleached partially or fully.  The bleaching appears to be affecting 100% of the fire coral (Millepora alcicornis) and great star coral (Montastraea cavernosa), and affecting at least eleven other species to varying degrees.  

Temperatures on the reef last week were 29.0 - 29.2 degrees C throughout the water column.  This appears to be 2-3 degrees C higher than historical means.","USA","LOW"
1998,"Torres Strait & Great Barrier Reef","Fly Is",-18.83095,146.52435,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Fly Is",-18.83095,146.52435,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Fly Island Reef",-18.8294,146.5254,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Fly Reef",-14.5062,145.1586,NA,"AUS","LOW"
1994,"Torres Strait & Great Barrier Reef","Flynn Reef",-16.7377,146.2708,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Foller Rf",-21.96898,152.69924,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Foller Rf",-21.96898,152.69924,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Follett Reef",-21.9674,152.7002,NA,"AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Forbes Is",-12.3,143.4167,NA,"AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Forrester Reef",-15.1657,145.4963,"fluoros","AUS","LOW"
1998,"Florida (USA)","Fort Jefferson",24.7,-82.81666667," Moderate bleaching","USA","LOW"
1998,"Florida (USA)","Fort Jefferson, Florida",24.63,-82.87,NA,"USA","LOW"
2009,"Florida (USA)","Fort Lauderdale",26.13,-80.09,"0% of recorded recenly killed coral on substrate is result of bleaching","USA","LOW"
2007,"Florida (USA)","Fort Lauderdale Beach - Staghorn ledge",26,-80,"Additional Notes on site, locators, buoys, benchmarks or landmarks: 17th Street to the 1200 building on beach (Beach Dive with scooter) Nearshore Staghorn reef out to first ledge - down first ledge to 1200 building in to beach North end of location is mostly Staghorn 50-60% coverage Near SECREMP monitoring site A



Seen bleaching at the site in other years? Yes and Last Observe/Visit Date on  7/9/2007.The number of previous times bleached: >3



Affected species; 

	Siderastrea		  (75% bleached , dead 	5%), Montastrea 	cavernosa	 (5%	bleached), Meandrina 	meandrites	 75% bleached



Comments on affected species: siderastrea (starlet) 50% were totally bleach - 25% in different stages of bleaching,  cavernosa partial stages of bleaching ledge is mostly montastrea Maze brain different stages of bleaching

Other Comments: Not sure how many corals died recently algae grows on heads within days. Siderastrea at mark 26 08 745 / 80 05 906 had 2 dead still white, live tissue was gone green algae was just starting to grow on it We hope to return to the area as soon as the","USA","LOW"
2003,"Maldives","Foththeyo(Vaavu atoll)",3.448,73.754,"Percentage of live coral cover in the area is 10% and Percentage of live coral that is bleached is 11%.

Acroporids (mostly small colonies, reef recovering from 98 bleaching, 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fungids, Faviids (pavona, favia, favites, goniastrea, platygyra)

Pavona varians appear more prone to bleaching compared to 1998.

In addition to these three suyvey sites additional locations were qualitatively assessed to see how extensive bleaching in this atoll. These include, atoll outside (ocean side locations, channels and clearly there is evidence of bleaching indicating that the bleaching is not localized.

The extent of bleaching is not as severe as that of 1998, at the same time it is noteworthy that this is of significant event since 1998. April/may has always been the hottest months here in Maldives but this bleaching was seen as a delayed response to temperature peak here.","MDV","LOW"
2000,"South Africa","Four-Mile Reef, Sodwana Bay",-27.506,32.692,"Bleached colonies rare (<1%).","ZAF","LOW"
2001,"Florida (USA)","Fowey Rocks",25.59,-80.1,"no bleaching","USA","LOW"
1999,"Bahamas","Fowl Cay, Fore Reef",26.63715,-77.0385,NA,"BHS","LOW"
1999,"Bahamas","Fowl Cay, Pinnacles",26.64,-77.03933,NA,"BHS","LOW"
