"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
2003,"Mexico","Puerto Morelos-Cancún [Puerto Morelos Reef National Park, in Zones: Bonanza, Tanchacte, Puerto Morelos]",21,-87,"Average Hard coral: 20% Soft coral: 20%
Bleached Hard coral: 30% Soft coral: 5%

Seen bleaching at the site in other years? Yes  and T Last Observe/Visit Date on 7/25/2002.

Montastrae a	annularis, faveolata 30% bleached, Agaricial	 tennuifolia 75% bleached, Millepora	 alcicornis 40% bleached,  30% bleached, Diploria	 strigosa 5% bleached.
Comments on affected species: White color only in M. alcicornis and Briareum asbestinum. Other species looking pale.
Other affected species: Siderastrea siderea Porites furcata Acropora palmata Eunicea sp Palythoa caribbea","Mrs. Rosa Rodriguez-Martinez, Academic Technician, UNAM, Puerto Morelos, Mexico.
Email: 	rosaer@cmarl.unam.mx","MEX","UNKNOWN"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 13
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,"Number of colonies observed: 9
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,"Number of colonies observed: 4
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,"Number of colonies observed: 10
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,"Number of colonies observed: 10
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,"Number of colonies observed: 16
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 7
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,"Number of colonies observed: 19
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,"Number of colonies observed: 9
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,"Number of colonies observed: 24
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,"Number of colonies observed: 7
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 6
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 6
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,"Number of colonies observed: 17
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,"Number of colonies observed: 19
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,"Number of colonies observed: 13
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 26
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 10
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 5
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,"Number of colonies observed: 6
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 8
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 6
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78693,-87.4331,"Number of colonies observed: 15
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,"Number of colonies observed: 17
; Number of bleached colonies: 8","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,"Number of colonies observed: 15
; Number of bleached colonies: 6","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,"Number of colonies observed: 13
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,"Number of colonies observed: 15
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,"Number of colonies observed: 5
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,"Number of colonies observed: 16
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,"Number of colonies observed: 17
; Number of bleached colonies: 6","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,"Number of colonies observed: 17
; Number of bleached colonies: 10","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,"Number of colonies observed: 19
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,"Number of colonies observed: 10
; Number of bleached colonies: 6","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,"Number of colonies observed: 32
; Number of bleached colonies: 8","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,"Number of colonies observed: 9
; Number of bleached colonies: 6","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 23
; Number of bleached colonies: 10","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 18
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,"Number of colonies observed: 12
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,"Number of colonies observed: 22
; Number of bleached colonies: 9","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,"Number of colonies observed: 8
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 9
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 6
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,"Number of colonies observed: 11
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,"Number of colonies observed: 15
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 14
; Number of bleached colonies: 8","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,"Number of colonies observed: 15
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 16
; Number of bleached colonies: 9","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,"Number of colonies observed: 15
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,"Number of colonies observed: 13
; Number of bleached colonies: 8","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,"Number of colonies observed: 9
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 10
; Number of bleached colonies: 10","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,"Number of colonies observed: 5
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,"Number of colonies observed: 3
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,"Number of colonies observed: 11
; Number of bleached colonies: 9","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,"Number of colonies observed: 9
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,"Number of colonies observed: 16
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 6
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,"Number of colonies observed: 17
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,"Number of colonies observed: 10
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,"Number of colonies observed: 10
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 20
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta San Juan, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,"Number of colonies observed: 22
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,"Number of colonies observed: 21
; Number of bleached colonies: 11","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,"Number of colonies observed: 18
; Number of bleached colonies: 8","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 7
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,"Number of colonies observed: 8
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,"Number of colonies observed: 8
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,"Number of colonies observed: 6
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,"Number of colonies observed: 7
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,"Number of colonies observed: 21
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,"Number of colonies observed: 14
; Number of bleached colonies: 9","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,"Number of colonies observed: 4
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,"Number of colonies observed: 9
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,"Number of colonies observed: 3
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,"Number of colonies observed: 5
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,"Number of colonies observed: 6
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,"Number of colonies observed: 1
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2006,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,"Number of colonies observed: 3
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,"Number of colonies observed: 11
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2004,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,"Number of colonies observed: 10
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2004,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,"Number of colonies observed: 11
; Number of bleached colonies: 8","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2004,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,"Number of colonies observed: 21
; Number of bleached colonies: 18","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2004,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,"Number of colonies observed: 10
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 11
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 7
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,"Number of colonies observed: 9
; Number of bleached colonies: 7","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 13
; Number of bleached colonies: 9","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,"Number of colonies observed: 26
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 11
; Number of bleached colonies: 6","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,"Number of colonies observed: 11
; Number of bleached colonies: 8","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,"Number of colonies observed: 18
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 22
; Number of bleached colonies: 6","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,"Number of colonies observed: 11
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,"Number of colonies observed: 15
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,"Number of colonies observed: 18
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 4
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,"Number of colonies observed: 12
; Number of bleached colonies: 9","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,"Number of colonies observed: 9
; Number of bleached colonies: 4","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,"Number of colonies observed: 6
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","HIGH"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,"Number of colonies observed: 3
; Number of bleached colonies: 1","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","MEDIUM"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,"Number of colonies observed: 16
; Number of bleached colonies: 5","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,"Number of colonies observed: 9
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,"Number of colonies observed: 19
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,"Number of colonies observed: 9
; Number of bleached colonies: 2","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,"Number of colonies observed: 10
; Number of bleached colonies: 3","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","LOW"
2005,"Mexico","Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,"Number of colonies observed: 11
; Number of bleached colonies: 0","Daniel Ponce-Taylor, Global Vision International , mexico@gvi.co.uk","MEX","NONE"
