"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
1999,"Turks and Caicos Islands","Caicos Bank: TC22-W. Caicos Wall-middle",21.66483,-72.47018,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Caicos Bank: TC23-The Pinnacles (Grace Bay)",21.81402,-72.18698,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","LOW"
1999,"Turks and Caicos Islands","Caicos Bank: TC24-Coral Gables (N. side of Provo)",21.818,-72.1835,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","LOW"
1999,"Turks and Caicos Islands","Caicos Bank: TC25-Grace Bay",21.83015,-72.17325,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","LOW"
1999,"Turks and Caicos Islands","Caicos Bank: TC26-Football Field",21.90635,-72.11526,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Caicos Bank: TC27-Grouper Hole",21.88333,-72.11667,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Caicos Bank: TC28-Aquarium West",21.80863,-72.2257,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","LOW"
1999,"Turks and Caicos Islands","Mouchoir Bank: TC11-Mouchoir Bank 1",20.98598,-70.78347,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Mouchoir Bank: TC12-Mouchoir Bank 2",21.02282,-70.81847,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC01-Lighthouse Point (anchor)",21.51898,-71.13395,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC02-North Point (anchor)",21.537,-71.10921,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC03-Coral Garden",21.45822,-71.15501,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC03-Coral Garden",21.45822,-71.15501,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC04-West of Little Sand Cay",21.3943,-71.16814,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC05-N. of Salt Cay (anchor)",21.37347,-71.2013,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC06-Casey's Wall (anchor. W. of Salt Cay)",21.30335,-71.22314,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","LOW"
1999,"Turks and Caicos Islands","Turks Bank: TC07-Black Forest",21.47923,-71.15352,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC08-Chief Minister's House",21.44072,-71.1549,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC09-b/w Round and Gibbs Cay",21.43845,-71.11047,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1999,"Turks and Caicos Islands","Turks Bank: TC10-E. of S. end of Grand Turk",21.4589,-71.11363,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: TurksCaicos-1999","TCA","UNKNOWN"
1998,"Brazil","Abrolhos Reefs ( Abrolhos  Archipelago )",-17.6666666666667,-38.5," Moderate bleaching","ReefBase","BRA","HIGH"
1998,"Brazil","Abrolhos Reefs, Brazil",-17.785,-39,"90% of Mussismilia hispida bleached, 80% Agaricia agaricites and 70% Siderastrea stellata bleached.","Wilkinson, Clive","BRA","HIGH"
1993,"Brazil","Brazil - Atlantic",0,-45,"mild","GCRMN 2000. Chapter 18","BRA","LOW"
1998,"Brazil","northern coast of Bahia State",-13.6952,-38.9047,"90% of Mussismilia hispida bleached, 80% Agaricia agaricites and 70% Siderastrea stellata bleached.","Coral Listserver","BRA","HIGH"
1998,"Brazil","Sebasti O, Brazil",-16.9929,-39.1432,"Minimal bleaching","NOAA database","BRA","LOW"
1999,"Colombia","Chengue Bay",11.3333,-74.1333,"6% of colonies showing signs of bleaching","Coral Listserver","COL","LOW"
1998,"Colombia","Cocalito, Utria",6.03,-77.37,"no bleaching","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","NONE"
1997,"Colombia","Colombia",7,-74,"Minimal bleaching","ReefBase","COL","LOW"
1990,"Colombia","Colombia - Caribbean",10.1,-76,"mild","GCRMN 2000. Chapter 18, Table p340","COL","LOW"
1995,"Colombia","Colombia - Caribbean",10.1,-76,"mild","GCRMN 2000. Chapter 18","COL","LOW"
1999,"Colombia","Colombia - Caribbean",10.1,-76,"mild","GCRMN 2000. Chapter 18","COL","LOW"
1997,"Colombia","Colombia Pacific Coast",4.0111,-77.6335,"30% bleached","Wilkinson, Clive","COL","MEDIUM"
1998,"Colombia","El Cove",12.52,-81.7344,"40","Reef Check Data 2038","COL","MEDIUM"
1998,"Colombia","El Mirador Reef, Malpelo Island",3.9,-81.6,"minimal bleaching","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","LOW"
1997,"Colombia","Gorgona Island",2.97,-78.17,"beginning of event. 30% bleached","Coral Listserver","COL","LOW"
1998,"Colombia","La Azufrada Reef, Gorgona Island",2.98,-78.17,"Bl st'd Oct97 m'ly br tips Poc. Apr98 mod but w'sprd. Poc part bl'd, Pav 60% col. surf bl'd & alg o'grth in patches. May98 adv & w'sprd bl'g  All mass to 4m tot bl'd. 15-32% bl'd total. Aug98 all Pav sp to 4m bl'd & tops rec. dead. Poc 50-90% bl'd","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","MEDIUM"
1998,"Colombia","La Chola Reef, Utria",6.02,-77.35,"minimal bleaching","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","LOW"
1998,"Colombia","La Rocosa",12.5988,-81.6988,"30","Reef Check Data 2045","COL","MEDIUM"
1998,"Colombia","Los Farallones Reef, Gorgona Island",2.95,-78.21,"no bleaching","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","NONE"
1998,"Colombia","Nirvana",12.5,-81.7395,"20","Reef Check Data 2049","COL","MEDIUM"
1998,"Colombia","Playa Blanca Reef, Gorgona Island",2.96,-78.175,"1% bl started July 97 on distal br tips (temps 28-29c). Dec 97 (temp 28-30c) mod. but widespread bl. Apr 98 mean bleached coral = 25%.  May 98 (temp 30.8c) all Pavonas varians bl to 3m. June 98 mean bl coral = 25%. Aug 98 reef recovery bl low. ","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","MEDIUM"
1998,"Colombia","Playa Blanca, Utria",6,-77.35,"no bleaching","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","NONE"
1998,"Colombia","Punta Diego, Utria",6.01,-77.36,"no bleaching","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","NONE"
1998,"Colombia","Reef Lagoon",10.17,-75.75,"5","Reef Check Data 2007","COL","LOW"
1998,"Colombia","Rosario Islands ( Islas del Rosario )",10.15,-75.75," Minor bleaching","ReefBase","COL","LOW"
1999,"Colombia","San Andres Island",12.5333,-81.7167,"no bleaching","Coral Listserver","COL","NONE"
1998,"Colombia","San Andres Island ( Isla de San Andres )",12.5333333333333,-81.7," Minimal bleaching","ReefBase","COL","LOW"
1998,"Colombia","Schooner Bay",12.5403,-81.7378,"40","Reef Check Data 2050","COL","MEDIUM"
1998,"Colombia","Southern Reef Flat",10.1596,-75.7418,"5","Reef Check Data 2008","COL","LOW"
1999,"Colombia","Tayrona Natural Park",11.3,-74.15,"6% of colonies showing signs of bleaching","Coral Listserver","COL","MEDIUM"
1998,"Colombia","Tebada Reef",6.4,-77.42,"low to minimal bleaching (<1%) Bleaching spotted on Pocillopra, Psammocora occasional discoloration of tips ","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","LOW"
1998,"Colombia","Yundigua, Gorgona Island",3,-78.16,"All pocillopora bleached 1-4m, Massive Pavona & Porites totally bleached","Vargas-Angel, B., Zapata, F.A., Hernandez, H. and Jimenez, J.M. 2001. Coral and coral reef responses to the 1997-98 El Nino event on the Pacific coast of Colombia. Bulletin of Marine Science. 69(1):111-132","COL","MEDIUM"
1991,"Costa Rica","Cano Island",8.7333,-83.8833,"30-80% bleaching","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169","CRI","HIGH"
1992,"Costa Rica","Costa Rica - Caribbean",10,-82.5,"mild","GCRMN 2000. Chapter 18","CRI","LOW"
1992,"Costa Rica","Costa Rica - Pacific",9,-85,"mild","GCRMN 2000. Chapter 18","CRI","LOW"
1997,"Costa Rica","Culebra Bay",10.48,-85.87,"severe bleaching in May by August dead patches covered with algae. In September living coral advanced over dead patches completely overgrowing dead areas by Jan 1998. 32% branching, 38% massive, 40% other coral bleached","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169","CRI","MEDIUM"
1997,"Costa Rica","Golfo Dulce",9.9,-84.9,"60% branching coral bleached, 28% massive coral bleached, 76% other coral life froms bleached","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169","CRI","HIGH"
1997,"Costa Rica","Murcielagos Islands",10.85,-85.95,"75% of Pocillopora inflata bleached, 20% of colonies of Pavona sp bleached, 24% branching, 12% massive and 16% others bleached","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169","CRI","MEDIUM"
1998,"Costa Rica","Pelonas Isalnds",10.48,-85.87,"small patch (10sq m) of Pocillopora sp bleached and remained bleached for five months.","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169","CRI","MEDIUM"
1998,"Costa Rica","Punta Cocles",9.91666666666667,-82.8,"Bleaching was associated with the 1984 ENSO event. ","ReefBase","CRI","UNKNOWN"
1998,"Costa Rica","Reef 1, Cano Island",8.716,-83.884,"100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149","CRI","HIGH"
1998,"Costa Rica","Reef 2, Cano Island",8.7279,-83.878,"100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149","CRI","HIGH"
1998,"Costa Rica","Reef 3, Cano Island",8.7279,-83.887,"100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149","CRI","HIGH"
1998,"Costa Rica","Reef 4, Cano Island",8.72,-83.884,"100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149","CRI","HIGH"
1998,"Costa Rica","Reef 5, Cano Island",8.7279,-83.896,"100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149","CRI","HIGH"
1998,"Ecuador","Academy Bay, Santa Cruz Island",-0.8947,-90.4097,"100% bleached","Feingold,J.S. 2001. Responses of three coral communities to the 1997-98 El Nino-Southern Oscillation: Galapagos Islands, Ecuador","ECU","HIGH"
1998,"Ecuador","Bartolome, Galapagos",-0.2779,-90.5162,"20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat","ECU","HIGH"
1998,"Ecuador","Caleta Robinson, Santa Cruz Island",-0.56,-90.17,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-121","ECU","HIGH"
1998,"Ecuador","Charles Darwin Research Station",-0.75,-90.3,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-114","ECU","HIGH"
1998,"Ecuador","Cubuya",-1.5,-80.81,"moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-130","ECU","MEDIUM"
1998,"Ecuador","Devils Crown, Floreana Island",-1.21,-90.47,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-116","ECU","HIGH"
1998,"Ecuador","Devils Crown, Floreana Island",-1.2239,-90.5017,"50% pale, 50% bleached in March. By May 88% bleached","Feingold,J.S. 2001. Responses of three coral communities to the 1997-98 El Nino-Southern Oscillation: Galapagos Islands, Ecuador","ECU","HIGH"
1998,"Ecuador","Espanola Island",-1.35,-89.7,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-112","ECU","HIGH"
1998,"Ecuador","Espanola, Galapagos",-1.3361,-89.6938,"20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat","ECU","HIGH"
1998,"Ecuador","Galapagos Archipelago",-0.7488,-90.7676,NA,"NOAA database","ECU","MEDIUM"
1998,"Ecuador","Galapagos Archipelago",-0.2701,-91.0988,NA,"Wilkinson, Clive","ECU","LOW"
1998,"Ecuador","Galapagos Islands",-0.65,-90.3833333333333," Coral bleached down to 30 m, but bleaching was more extensive shallower than 10-15 m depth.","ReefBase","ECU","HIGH"
1998,"Ecuador","La Plata Island",-1.28,-81.07,"moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-126","ECU","MEDIUM"
1998,"Ecuador","Los Frailes",-1.48,-80.8,"moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-128","ECU","MEDIUM"
1998,"Ecuador","Machalilla",-1.47,-80.78,"moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-129","ECU","MEDIUM"
1998,"Ecuador","Playa La Picona, Floreana Island",-1.21,-90.43,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-118","ECU","HIGH"
1998,"Ecuador","Pta Carrion, Santa Cruz Island",-0.5,-90.2,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-119","ECU","HIGH"
1998,"Ecuador","Pta Espejo, Marchena Island",0.4,-90.4,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-120","ECU","HIGH"
1998,"Ecuador","Pta Estrada, Santa Cruz Island",0.77,-90.4,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-115","ECU","HIGH"
1998,"Ecuador","Pta Los Picaros",-1.59,-80.87,"moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-127","ECU","MEDIUM"
1998,"Ecuador","Puta Espejo, Marchena Island",0.5028,-90.4278,"Psammacora stellata 86.7% bleached ","Feingold,J.S. 2001. Responses of three coral communities to the 1997-98 El Nino-Southern Oscillation: Galapagos Islands, Ecuador","ECU","HIGH"
1998,"Ecuador","Santa Cruz, Galapagos",-0.4907,-90.414,"20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat -Eric Eisenhardt","ECU","HIGH"
1998,"Ecuador","Santa Fe, Galapagos",-0.7998,-90.1042,"20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat","ECU","HIGH"
1998,"Ecuador","Santa Fe, Galapagos",-0.8,-90,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-113","ECU","HIGH"
1998,"Ecuador","Vchampion Island",-1.22,-90.39,"70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-117","ECU","HIGH"
1998,"Ecuador","Wenman Island nr Galapagos Archipelago",0.2732,-91.6261,"severe bleaching","NOAA database","ECU","HIGH"
1998,"Panama","Chiriqui Gulf ( Golfo de Chiriqui )",8,-82.3333333333333," There were about 50-90% corals which were partailly bleached.","ReefBase","PAN","LOW"
1998,"Panama","Contadora Island",8.63,-79.01,"no bleaching","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-109","PAN","NONE"
1998,"Panama","Gulf of Chiriqui region",7.9357,-82.0478,"50% to 90% corals experienced at least partial bleaching","Coral Listserver","PAN","HIGH"
1998,"Panama","Iguana Island",7.8,-80.1,"no bleaching","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-111","PAN","NONE"
1997,"Panama","Jicarita Islands",7.3,-81.8,"severe","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-123","PAN","HIGH"
1998,"Panama","Jicarita Islands",7.3,-81.8,"2nd bleaching event. Included corals that bleached earlier and regained pigmentation and others that were not bleached in 1997. ","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-132","PAN","HIGH"
1998,"Panama","Montuosa Island",7.48,-82.25,"2nd bleaching event. Included corals that bleached earlier and regained pigmentation and others that were not bleached in 1997. ","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-131","PAN","HIGH"
1997,"Panama","Montuosa Island",7.48,-82.25,"severe","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-122","PAN","HIGH"
1998,"Panama","Pacific Coast of Panama",7.2582,-80.3834,NA,"NOAA database","PAN","MEDIUM"
1998,"Panama","Panama",8.4522,-79.0097,NA,"NOAA database","PAN","MEDIUM"
1998,"Panama","Panama",8.25,-80.3666666666667," ","ReefBase","PAN","HIGH"
1995,"Panama","Panama - Caribbean",7.7,-82.058,"mild","GCRMN 2000. Chapter 18, Table p. 340","PAN","LOW"
1992,"Panama","Panama - Pacific",7.7,-82.058,"mild","GCRMN 2000. Chapter 18, Table on p. 340","PAN","LOW"
1995,"Panama","Panama - Pacific",7.7,-82.058,"mild","GCRMN 2000. Chapter 18, Table p. 340","PAN","LOW"
1998,"Panama","Saboga Island",8.63,-79.08,"no bleaching","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-110","PAN","NONE"
1998,"Panama","Silva de Afuera Island",8.1,-81.9,"2nd bleaching event. Included corals that bleached earlier and regained pigmentation and others that were not bleached in 1997. ","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-134","PAN","HIGH"
1997,"Panama","Silva de Afuera Island",8.1,-81.9,"severe","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-125","PAN","HIGH"
1993,"Panama","Uva Island",7.81666666666667,-81.7666666666667,"Extensive bleaching of corals, coralline algae and other reef species due to estreme low tides coinciding with the La Niña condition. ","ReefBase","PAN","HIGH"
1997,"Panama","Uva Island",7.81666666666667,-81.7666666666667," Moderate bleaching","ReefBase","PAN","MEDIUM"
1998,"Panama","Uva Island",7.8,-81.75,"2nd bleaching event. Included corals that bleached earlier and regained pigmentation and others that were not bleached in 1997. ","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-133","PAN","HIGH"
1997,"Panama","Uva Island",7.8,-81.75,"severe","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-124","PAN","HIGH"
1997,"Panama","Uva Island, in Gulf of Chiriqui",7.7902,-81.761,"significant bleaching","Coral Listserver","PAN","MEDIUM"
1998,"Panama","Western Panama",7.8541,-82.4562,NA,"Wilkinson, Clive","PAN","HIGH"
1999,"Venezuela","Barrera Este (BE)",11.79233,-66.89523,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999","VEN","UNKNOWN"
1999,"Venezuela","Boca de Cote Profundo (BCP)",11.76637,-66.70576,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Venezuela-1999","VEN","LOW"
